worker_ratio_approved_assignments,worker_ratio_approved_assignments_of_project,sandbox,creation,expiration,status_external,status_internal,information_age_group,information_education_level.bachelors,information_education_level.basic,information_education_level.postgraduate,information_english_skills.Low,information_english_skills.high,information_english_skills.medium,information_gender.F,information_gender.M,information_gender.other,information_nationality,personal_stance_1.agree,personal_stance_1.disagree,personal_stance_1.neutral,personal_stance_1.unknown,personal_stance_2.agree,personal_stance_2.disagree,personal_stance_2.neutral,personal_stance_2.unknown,personal_stance_3.agree,personal_stance_3.disagree,personal_stance_3.neutral,personal_stance_3.unknown,personal_stance_4.agree,personal_stance_4.disagree,personal_stance_4.neutral,personal_stance_4.unknown,question-select_300.1-2,question-select_300.2-2,question-select_300.3-2,question-select_300.4-2,question-select_310.1-2,question-select_310.2-2,question-select_310.3-2,question-select_310.4-2,question-select_3110.1-1,question-select_3110.2-1,question-select_3110.3-1,question-select_3110.4-1,question-select_3120.1-1,question-select_3120.2-1,question-select_3120.3-1,question-select_3120.4-1,question-select_3130.1-1,question-select_3130.2-1,question-select_3130.3-1,question-select_3130.4-1,question-select_350.1-2,question-select_350.2-2,question-select_350.3-2,question-select_350.4-2,question-select_360.1-2,question-select_360.2-2,question-select_360.3-2,question-select_360.4-2,question-select_380.1-1,question-select_380.2-1,question-select_380.3-1,question-select_380.4-1,question1_1_1.arg_a,question1_1_1.arg_b,question1_1_1.none,question1_1_2.arg_a,question1_1_2.arg_b,question1_1_2.none,question1_1_repeatedLabeled1.no,question1_1_repeatedLabeled1.none,question1_1_repeatedLabeled1.yes,question1_2_1.val1,question1_2_1.val2,question1_2_1.val3,question1_2_2.val1,question1_2_2.val2,question1_2_2.val3,question1_2_repeatedLabeled1.val1,question1_2_repeatedLabeled1.val2,question1_2_repeatedLabeled1.val3,question1_3_1,question1_3_2,question1_3_last1,question1_3_last2,question1_3_repeatedLabeled1,question2_1_3.val1,question2_1_3.val2,question2_1_3.val3,question2_2_3.val1,question2_2_3.val2,question2_2_3.val3,question2_3_3.val1,question2_3_3.val2,question2_3_3.val3,question2_4_3.val1,question2_4_3.val2,question2_4_3.val3,question3_3_4.val1,question3_3_4.val2,question3_3_4.val3,question3_4_4.val1,question3_4_4.val2,question3_4_4.val3,start_time,submit_time,time_elapsed_1,time_elapsed_2,time_elapsed_3,time_elapsed_id_4,time_elapsed_instructions,time_elapsed_last,time_elapsed_personal_stance,time_elapsed_profile,question-select_340.3-1,question-select_350.2-1,question-select_390.1-1,question-select_370.2-1,question-select_350.4-1,question-select_330.4-2,question-select_340.3-2,question-select_390.2-1,question-select_370.3-1,question-select_370.1-1,question-select_340.2-1,question-select_350.1-1,question-select_350.3-1,question-select_370.4-1,question-select_330.1-2,question-select_3100.2-1,question-select_3100.3-1,question-select_3140.3-1,question-select_330.2-2,question-select_340.4-2,question-select_3140.1-1,question-select_3140.4-1,question-select_360.3-1,question-select_330.3-2,question-select_340.2-2,question-select_3100.4-1,question-select_340.1-2,question-select_340.4-1,question-select_360.1-1,question-select_340.1-1,question-select_390.4-1,question-select_390.3-1,question-select_3100.1-1,question-select_3140.2-1,question-select_360.4-1,question-select_360.2-1,id_worker
1.0,1.0,False,2021-07-01 17:22:44+00:00,2021-07-02 21:09:24+00:00,APPROVED,REJECTED,32,False,False,True,False,True,False,False,True,False,american,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,,,,,False,True,False,False,False,False,False,True,,,,,,,,,,,,,,,,,True,False,False,False,True,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,Most for evolution and think for changes above normal information.,For most of reason Assault weapons are used to kill a greater number of people so like me.,None almost very good feel and like me.,Most of one side result and compare words for main reasonable answer some question this one.,"For main reason USSR, was likewise repressive of religion and Atheists have also had wars compare.",False,True,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,07/01/2021 12:44:52,07/01/2021 01:06:01,817,65,9,23,8,103,10,25,,,False,True,,False,,False,False,False,,,,False,True,True,False,,False,,,,True,False,,False,,,False,,True,False,False,,False,False,29
1.0,1.0,False,2021-07-01 17:22:45+00:00,2021-07-02 21:09:25+00:00,APPROVED,REJECTED,29,False,False,True,False,True,False,True,False,False,american,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,,,,,False,False,True,False,True,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,The idea of theocrcy may describe a perfect society.,Because knives are a more common weapon of choice for criminals,NoHow would you describe the company's culture? ...
What is your favorite thing about working for this company? ...
How do you see this company evolving over the next five years? ...,How would the person in this role contribute to this vision?,"Just because you believe in a just God doesn't mean you are automatically expected to be perfect. Most humans are theistic and since all humans are sinners, most sinners are theists also. But just because a religion's followers are fallen does not mean that the religion itself is automatically disproven. All humans are imperfect.",True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,07/01/2021 03:59:12,07/01/2021 04:11:29,180,67,16,72,57,170,30,129,,,False,True,,False,,False,False,False,,,,False,True,True,False,,False,,,,False,False,,False,,,False,,False,True,False,,False,True,30
1.0,1.0,False,2021-07-01 17:22:46+00:00,2021-07-02 21:09:26+00:00,APPROVED,REJECTED,50,False,True,False,False,True,False,True,False,False,american,False,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,,,,,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,False,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,Because it talked about Hitler and Athiests and not anything else,Just talks about weapons and that is it,no final thoughts on the hit,that it is a real thing,It was specific on what it talked about,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,07/01/2021 02:18:37,07/01/2021 02:28:09,104,202,38,74,15,82,13,17,,,False,True,,False,,False,False,False,,,,False,False,False,False,,True,,,,False,False,,False,,,True,,True,False,True,,False,False,31
because simple adjustments to assault weapons allowed exemptions from the ban. And, it is clear that many of the weapons used in the most deadly massacres, such as the Columbine or Virginia Tech massacres in the United States, were not banned by the assault weapons","The US presidential elections are a globally important phenomena, but foreigners struggle to follow the process. This creates unfortunate impressions abroad about the system the elects the most powerful person in the world; a person that will affect foreigners. Complicated primary elections create confusion abroad",The US presidential elections are a globally important phenomena Argumentation,"The United States have developed an institutional tradition of undemocratic mechanisms designed to actually control political processes.These institutions such as the Supreme Court, the Electoral College , the President's veto power have been part of the American Government and have helped preserve democracy since the foundation of the United States. Primary elections need not be fully democratic",True,False,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,False,07/01/2021 12:30:07,07/01/2021 12:39:57,53,41,35,22,19,336,10,64,,,False,True,,False,,True,False,False,,,,False,True,True,False,,False,,,,False,False,,False,,,False,,False,False,False,,False,True,33
1.0,1.0,False,2021-07-01 17:22:48+00:00,2021-07-02 21:09:28+00:00,APPROVED,APPROVED,31,True,False,False,False,True,False,False,True,False,american,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,,,,,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,True,False,False,False,False,False,True,False,False,True,False,True,False,False,True,False,False,True,False,False,True,False,They both seem pretty one sided. B seems to be responding to A but doesn't really make a very different point. They both seem to argue that Atheism is bad and I'm having trouble understanding what the argument is fully about without more context.,They both seem to be as one-sided as the other. Both seem to agree that assault weapons are capable of killing more people. Both seem to agree that the 1994 ban did not change anything.,I do not have any final thoughts,It isn't always easy to tell when an argument is one-sided or not.,"As I said before, both seem to be equally one-sided. Both argue about similar points on Atheism and it's hard for me to tell if either is more one-sided or not.",False,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,False,False,07/01/2021 12:43:09,07/01/2021 12:59:33,343,169,188,134,1214,30,19,24,,,True,False,,False,,False,False,True,,,,False,False,False,False,,True,,,,False,False,,False,,,True,,False,False,True,,False,False,34
1.0,1.0,False,2021-07-01 17:22:49+00:00,2021-07-02 21:09:29+00:00,APPROVED,APPROVED,23,False,True,False,False,True,False,False,True,False,brazilian,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,,,,,False,False,False,True,False,True,False,False,,,,,,,,,,,,,,,,,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,True,False,False,True,False,False,"There's a lot of one-sided arguments, only 1 point of view.",Both texts seem very informative and with just additions to what is lacking in the other.,"NO.that's all. thanks you, God bless u.","I learned that there is a lot to learn and that the point of view can even be similar and on the same topic, have very different perspectives.",The argument in Article A is more appealing.,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,False,True,False,07/01/2021 05:08:59,07/01/2021 05:32:49,290,197,302,236,96,89,39,27,,,True,False,,False,,False,False,True,,,,False,True,False,False,,False,,,,False,False,,False,,,True,,False,False,True,,False,False,35
1.0,1.0,False,2021-07-01 17:22:50+00:00,2021-07-02 21:09:30+00:00,APPROVED,APPROVED,36,True,False,False,False,True,False,False,True,False,american,False,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,,,,,False,True,False,False,True,False,False,False,,,,,,,,,,,,,,,,,False,False,False,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,True,False,False,It only defends religion while constantly criticizing atheism.,It only talks about how other items are more dangerous than assault rifles. The idea that an everyday item like a knife is more dangerous than assault rifle is just ridiculous.,Its harder to judge than I would have thought.,Its really tough to just one-sidedness when the one sided argument agrees with what I believe.,It only talks about the positives of theocracy and the negatives of atheism.,False,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,07/01/2021 10:42:03,07/01/2021 11:04:05,307,237,296,176,23,72,28,18,,,True,False,,False,,False,False,False,,,,True,False,False,False,,True,,,,False,False,,False,,,True,,False,False,True,,False,False,36
1.0,1.0,False,2021-07-01 17:23:26+00:00,2021-07-02 21:10:06+00:00,APPROVED,APPROVED,23,True,False,False,False,True,False,False,True,False,brazilian,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,,,,,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,,,,,True,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,False,False,True,False,Text A talks more about special interests and their influential and powerful lobbyists going against part of the americans,text A only shows the Israeli side of the story about the blockade of Gaza,I really enjoyed participating in this survey.,I learned that some people try to manipulate the narrative by saying the same things but in a different way.,Both texts talk about how unlimited spending allows special interests to dominate elections,False,True,False,True,False,False,False,False,True,True,False,False,False,False,True,True,False,False,07/01/2021 06:23:18,07/01/2021 07:01:39,603,467,331,304,276,136,33,29,,,False,,,,,False,,,,,,,,True,False,,,,,,,,,False,,,,,True,False,False,,,,37
0.5,0.5,False,2021-07-01 17:23:28+00:00,2021-07-02 21:10:08+00:00,APPROVED,APPROVED,25,True,False,False,False,True,False,False,True,False,indian,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,,,,,True,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,,,,,False,False,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,The Court's ruling did not affect the ban on corporate contributions.,main causes of poverty in the Gaza Strip,Interesting task. Looking forward to working with you in the future,People or groups involved does much more than the other,Election Commission that held that corporations could be banned from making electioneering communication,False,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,False,False,07/01/2021 11:12:21,07/02/2021 12:24:15,1468,1375,157,605,51,127,211,178,,,False,,,,,True,,,,,,,,True,False,,,,,,,,,False,,,,,False,False,False,,,,38
1.0,1.0,False,2021-07-01 17:23:29+00:00,2021-07-02 21:10:09+00:00,APPROVED,REJECTED,35,False,False,True,False,True,False,True,False,False,armenian,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,,,,,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,,,,,False,True,False,False,True,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,True,"It often consists of one-sided opinions, and the decisions of the state depend on one person",It often consists of one-sided opinions,I chose the right packages idea,It is good to explore and compare everything,"It often consists of one-sided opinions, one is dependent",True,False,False,False,True,False,True,False,False,True,False,False,False,False,True,True,False,False,07/01/2021 01:22:20,07/01/2021 01:46:30,360,57,541,43,8,237,17,42,,,False,,,,,False,,,,,,,,False,False,,,,,,,,,True,,,,,False,True,False,,,,39
e,07/01/2021 12:47:41,07/01/2021 12:54:06,93,23,10,39,25,67,83,37,,,False,,,,,True,,,,,,,,False,False,,,,,,,,,True,,,,,False,False,False,,,,41
se,True,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,,,,,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,,,,,True,False,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,It uses more political language and opinions compared to the other text.,The text contains opinions that seem more one-sided. The other text mainly seems to contain general information.,No problems with the study about one-sidedness.,I learned that sometimes it seems apparent when a text is one-sided compared to another.,It is more one-sided because it contains more political language and opinions favoring one side compared to the other text.,True,False,False,False,True,False,False,True,False,False,True,False,False,True,False,False,True,False,07/01/2021 11:28:23,07/01/2021 11:43:30,222,175,127,165,272,95,24,17,,,False,,,,,True,,,,,,,,True,False,,,,,,,,,False,,,,,False,False,False,,,,43
